source	gene ID	gene name	orthologs
OrthoMCL	DDB_G0285205	DDB_G0285205	M.musculus:ENSMUSP00000025862 | M.musculus:ENSMUSP00000096547
InParanoid	DDB_G0285205	DDB_G0285205	M.musculus:ENSMUSP00000025862
OrthoMCL	DDB_G0285213	dhx15	M.musculus:ENSMUSP00000025292 | M.musculus:ENSMUSP00000031061 | M.musculus:ENSMUSP00000037251 | M.musculus:ENSMUSP00000047865
InParanoid	DDB_G0285213	dhx15	M.musculus:ENSMUSP00000031061
OrthoMCL	DDB_G0287951	DDB_G0287951	M.musculus:ENSMUSP00000102750
OrthoMCL	DDB_G0285175	vmp1	M.musculus:ENSMUSP00000018315
InParanoid	DDB_G0285175	vmp1	M.musculus:ENSMUSP00000018315
InParanoid	DDB_G0287961	DDB_G0287961	M.musculus:ENSMUSP00000077094
OrthoMCL	DDB_G0290397	fthS	M.musculus:ENSMUSP00000021443 | M.musculus:ENSMUSP00000101210 | M.musculus:ENSMUSP00000005810 | M.musculus:ENSMUSP00000071578
InParanoid	DDB_G0290397	fthS	M.musculus:ENSMUSP00000021443
OrthoMCL	DDB_G0284031	DDB_G0284031	M.musculus:ENSMUSP00000096541
OrthoMCL	DDB_G0283099	DDB_G0283099	M.musculus:ENSMUSP00000059385
InParanoid	DDB_G0283099	DDB_G0283099	M.musculus:ENSMUSP00000059385
OrthoMCL	DDB_G0286171	uqcrb	M.musculus:ENSMUSP00000021993
InParanoid	DDB_G0286171	uqcrb	M.musculus:ENSMUSP00000021993
OrthoMCL	DDB_G0284385	syn10	M.musculus:ENSMUSP00000107409
InParanoid	DDB_G0284385	syn10	M.musculus:ENSMUSP00000107409
OrthoMCL	DDB_G0282997	rad54	M.musculus:ENSMUSP00000066977 | M.musculus:ENSMUSP00000099766
InParanoid	DDB_G0282997	rad54	M.musculus:ENSMUSP00000099766
OrthoMCL	DDB_G0284411	dng1	M.musculus:ENSMUSP00000032480 | M.musculus:ENSMUSP00000027505
InParanoid	DDB_G0284411	dng1	M.musculus:ENSMUSP00000032480
OrthoMCL	DDB_G0288149	DDB_G0288149	M.musculus:ENSMUSP00000002418
OrthoMCL	DDB_G0286395	u2af2	M.musculus:ENSMUSP00000005041
InParanoid	DDB_G0286395	u2af2	M.musculus:ENSMUSP00000005041
OrthoMCL	DDB_G0283755	arpC	M.musculus:ENSMUSP00000027579 | M.musculus:ENSMUSP00000067564
InParanoid	DDB_G0283755	arpC	M.musculus:ENSMUSP00000027579
OrthoMCL	DDB_G0283757	rab1A	M.musculus:ENSMUSP00000074301 | M.musculus:ENSMUSP00000031492 | M.musculus:ENSMUSP00000025804
InParanoid	DDB_G0283757	rab1A	M.musculus:ENSMUSP00000074301
OrthoMCL	DDB_G0286309	DDB_G0286309	M.musculus:ENSMUSP00000030069 | M.musculus:ENSMUSP00000098777
InParanoid	DDB_G0286309	DDB_G0286309	M.musculus:ENSMUSP00000098777
OrthoMCL	DDB_G0280823	rps6	M.musculus:ENSMUSP00000099878 | M.musculus:ENSMUSP00000073830 | M.musculus:ENSMUSP00000111807
InParanoid	DDB_G0280823	rps6	M.musculus:ENSMUSP00000099878
OrthoMCL	DDB_G0284249	DDB_G0284249	M.musculus:ENSMUSP00000001520 | M.musculus:ENSMUSP00000025408 | M.musculus:ENSMUSP00000028117
OrthoMCL	DDB_G0286143	DDB_G0286143	M.musculus:ENSMUSP00000018703
OrthoMCL	DDB_G0286147	pfdn6	M.musculus:ENSMUSP00000025163
InParanoid	DDB_G0286147	pfdn6	M.musculus:ENSMUSP00000025163
OrthoMCL	DDB_G0286149	dnpep	M.musculus:ENSMUSP00000070821
InParanoid	DDB_G0286149	dnpep	M.musculus:ENSMUSP00000070821
OrthoMCL	DDB_G0284663	mrd1	M.musculus:ENSMUSP00000031590
InParanoid	DDB_G0284663	mrd1	M.musculus:ENSMUSP00000031590
OrthoMCL	DDB_G0279715	mtyrS	M.musculus:ENSMUSP00000055277
InParanoid	DDB_G0279715	mtyrS	M.musculus:ENSMUSP00000055277
OrthoMCL	DDB_G0288021	atg6B	M.musculus:ENSMUSP00000040094
InParanoid	DDB_G0288021	atg6B	M.musculus:ENSMUSP00000040094
OrthoMCL	DDB_G0285221	med31	M.musculus:ENSMUSP00000021157
InParanoid	DDB_G0285221	med31	M.musculus:ENSMUSP00000021157
InParanoid	DDB_G0285853	polA4	M.musculus:ENSMUSP00000026461
OrthoMCL	DDB_G0281985	sec23	M.musculus:ENSMUSP00000021375 | M.musculus:ENSMUSP00000028916
InParanoid	DDB_G0281985	sec23	M.musculus:ENSMUSP00000021375
OrthoMCL	DDB_G0282025	DDB_G0282025	M.musculus:ENSMUSP00000008573
InParanoid	DDB_G0282025	DDB_G0282025	M.musculus:ENSMUSP00000034220
OrthoMCL	DDB_G0282029	pks21	M.musculus:ENSMUSP00000052872
OrthoMCL	DDB_G0285997	abcF1	M.musculus:ENSMUSP00000003319
InParanoid	DDB_G0285997	abcF1	M.musculus:ENSMUSP00000003319
InParanoid	DDB_G0284079	DDB_G0284079	M.musculus:ENSMUSP00000047042
OrthoMCL	DDB_G0288169	cox10	M.musculus:ENSMUSP00000040138
InParanoid	DDB_G0288169	cox10	M.musculus:ENSMUSP00000040138
OrthoMCL	DDB_G0286297	DDB_G0286297	M.musculus:ENSMUSP00000043662
InParanoid	DDB_G0286297	DDB_G0286297	M.musculus:ENSMUSP00000043662
OrthoMCL	DDB_G0286925	DDB_G0286925	M.musculus:ENSMUSP00000029325 | M.musculus:ENSMUSP00000045864 | M.musculus:ENSMUSP00000101374 | M.musculus:ENSMUSP00000047032
InParanoid	DDB_G0286925	DDB_G0286925	M.musculus:ENSMUSP00000047032 | M.musculus:ENSMUSP00000045864
OrthoMCL	DDB_G0283687	DDB_G0283687	M.musculus:ENSMUSP00000105216
InParanoid	DDB_G0283687	DDB_G0283687	M.musculus:ENSMUSP00000105216
OrthoMCL	DDB_G0284263	DDB_G0284263	M.musculus:ENSMUSP00000051643
InParanoid	DDB_G0284263	DDB_G0284263	M.musculus:ENSMUSP00000051643
OrthoMCL	DDB_G0282617	psmF1	M.musculus:ENSMUSP00000041184
InParanoid	DDB_G0282617	psmF1	M.musculus:ENSMUSP00000041184
OrthoMCL	DDB_G0285005	aifB	M.musculus:ENSMUSP00000101096
InParanoid	DDB_G0285005	aifB	M.musculus:ENSMUSP00000101096
OrthoMCL	DDB_G0285007	prafB	M.musculus:ENSMUSP00000041503 | M.musculus:ENSMUSP00000033489
OrthoMCL	DDB_G0285395	snrpD2	M.musculus:ENSMUSP00000037597
InParanoid	DDB_G0285395	snrpD2	M.musculus:ENSMUSP00000037597
OrthoMCL	DDB_G0288053	empA	M.musculus:ENSMUSP00000054834 | M.musculus:ENSMUSP00000089769
InParanoid	DDB_G0288053	empA	M.musculus:ENSMUSP00000054834 | M.musculus:ENSMUSP00000089769
OrthoMCL	DDB_G0284589	dlcA	M.musculus:ENSMUSP00000090644
InParanoid	DDB_G0284589	dlcA	M.musculus:ENSMUSP00000090644
OrthoMCL	DDB_G0283701	guaB	M.musculus:ENSMUSP00000077289 | M.musculus:ENSMUSP00000079888
InParanoid	DDB_G0283701	guaB	M.musculus:ENSMUSP00000077289
OrthoMCL	DDB_G0283727	DDB_G0283727	M.musculus:ENSMUSP00000022821
InParanoid	DDB_G0283727	DDB_G0283727	M.musculus:ENSMUSP00000022821
OrthoMCL	DDB_G0282035	eif2s2	M.musculus:ENSMUSP00000070944 | M.musculus:ENSMUSP00000096777
InParanoid	DDB_G0282035	eif2s2	M.musculus:ENSMUSP00000096777
OrthoMCL	DDB_G0285105	psmD13	M.musculus:ENSMUSP00000026560
InParanoid	DDB_G0285105	psmD13	M.musculus:ENSMUSP00000026560
OrthoMCL	DDB_G0285113	DDB_G0285113	M.musculus:ENSMUSP00000046536
InParanoid	DDB_G0285113	DDB_G0285113	M.musculus:ENSMUSP00000046536
OrthoMCL	DDB_G0281901	slu7	M.musculus:ENSMUSP00000020681
InParanoid	DDB_G0281901	slu7	M.musculus:ENSMUSP00000020681
InParanoid	DDB_G0281907	DDB_G0281907	M.musculus:ENSMUSP00000017694
OrthoMCL	DDB_G0284495	ragC	M.musculus:ENSMUSP00000030399 | M.musculus:ENSMUSP00000029946
InParanoid	DDB_G0284495	ragC	M.musculus:ENSMUSP00000030399
OrthoMCL	DDB_G0287773	gcvH1	M.musculus:ENSMUSP00000037131
InParanoid	DDB_G0287773	gcvH1	M.musculus:ENSMUSP00000037131
OrthoMCL	DDB_G0287777	sec61g	M.musculus:ENSMUSP00000100507 | M.musculus:ENSMUSP00000105271
InParanoid	DDB_G0287777	sec61g	M.musculus:ENSMUSP00000105271 | M.musculus:ENSMUSP00000100507
OrthoMCL	DDB_G0289935	gtf3c5	M.musculus:ENSMUSP00000109521
InParanoid	DDB_G0289935	gtf3c5	M.musculus:ENSMUSP00000109521
OrthoMCL	DDB_G0286521	rpc9	M.musculus:ENSMUSP00000026608
OrthoMCL	DDB_G0290369	DDB_G0290369	M.musculus:ENSMUSP00000085986 | M.musculus:ENSMUSP00000096677
InParanoid	DDB_G0290369	DDB_G0290369	M.musculus:ENSMUSP00000085986
OrthoMCL	DDB_G0287661	spt5	M.musculus:ENSMUSP00000003527
InParanoid	DDB_G0287661	spt5	M.musculus:ENSMUSP00000003527
InParanoid	DDB_G0287667	DDB_G0287667	M.musculus:ENSMUSP00000078090
OrthoMCL	DDB_G0287801	ncstn	M.musculus:ENSMUSP00000003550
InParanoid	DDB_G0287801	ncstn	M.musculus:ENSMUSP00000003550
OrthoMCL	DDB_G0288293	DDB_G0288293	M.musculus:ENSMUSP00000102537
InParanoid	DDB_G0288293	DDB_G0288293	M.musculus:ENSMUSP00000102537
OrthoMCL	DDB_G0287815	DDB_G0287815	M.musculus:ENSMUSP00000002914
OrthoMCL	DDB_G0289827	rab18	M.musculus:ENSMUSP00000095285
InParanoid	DDB_G0289827	rab18	M.musculus:ENSMUSP00000095285
OrthoMCL	DDB_G0287351	dhx37	M.musculus:ENSMUSP00000031443
OrthoMCL	DDB_G0287353	fdxr	M.musculus:ENSMUSP00000021078
InParanoid	DDB_G0287353	fdxr	M.musculus:ENSMUSP00000021078
OrthoMCL	DDB_G0287557	pno1	M.musculus:ENSMUSP00000020317
InParanoid	DDB_G0287557	pno1	M.musculus:ENSMUSP00000020317
OrthoMCL	DDB_G0285269	DDB_G0285269	M.musculus:ENSMUSP00000034012 | M.musculus:ENSMUSP00000020822
OrthoMCL	DDB_G0284725	docD	M.musculus:ENSMUSP00000036674 | M.musculus:ENSMUSP00000047387 | M.musculus:ENSMUSP00000047652 | M.musculus:ENSMUSP00000081531 | M.musculus:ENSMUSP00000090884
InParanoid	DDB_G0284725	docD	M.musculus:ENSMUSP00000081531
OrthoMCL	DDB_G0287589	abcC14	M.musculus:ENSMUSP00000002850 | M.musculus:ENSMUSP00000026208 | M.musculus:ENSMUSP00000033123 | M.musculus:ENSMUSP00000038041 | M.musculus:ENSMUSP00000042186 | M.musculus:ENSMUSP00000078158 | M.musculus:ENSMUSP00000079014 | M.musculus:ENSMUSP00000097743 | M.musculus:ENSMUSP00000098390 | M.musculus:ENSMUSP00000103436
OrthoMCL	DDB_G0286487	DDB_G0286487	M.musculus:ENSMUSP00000056739 | M.musculus:ENSMUSP00000005975
InParanoid	DDB_G0286487	DDB_G0286487	M.musculus:ENSMUSP00000056739
OrthoMCL	DDB_G0287543	DDB_G0287543	M.musculus:ENSMUSP00000002091 | M.musculus:ENSMUSP00000020979
InParanoid	DDB_G0287543	DDB_G0287543	M.musculus:ENSMUSP00000002091
OrthoMCL	DDB_G0286797	tsg101	M.musculus:ENSMUSP00000014546
InParanoid	DDB_G0286797	tsg101	M.musculus:ENSMUSP00000014546
OrthoMCL	DDB_G0285343	gtf2a2	M.musculus:ENSMUSP00000109238
InParanoid	DDB_G0285343	gtf2a2	M.musculus:ENSMUSP00000109238
OrthoMCL	DDB_G0284201	DDB_G0284201	M.musculus:ENSMUSP00000111009
InParanoid	DDB_G0284201	DDB_G0284201	M.musculus:ENSMUSP00000111009
OrthoMCL	DDB_G0288639	DDB_G0288639	M.musculus:ENSMUSP00000014339
InParanoid	DDB_G0288639	DDB_G0288639	M.musculus:ENSMUSP00000014339
OrthoMCL	DDB_G0284745	4cl2	M.musculus:ENSMUSP00000053276 | M.musculus:ENSMUSP00000099453
OrthoMCL	DDB_G0286065	DDB_G0286065	M.musculus:ENSMUSP00000109737
InParanoid	DDB_G0286065	DDB_G0286065	M.musculus:ENSMUSP00000109737
InParanoid	DDB_G0286985	zipA	M.musculus:ENSMUSP00000032279
OrthoMCL	DDB_G0287577	manG	M.musculus:ENSMUSP00000034836
InParanoid	DDB_G0287577	manG	M.musculus:ENSMUSP00000034836
InParanoid	DDB_G0284749	DDB_G0284749	M.musculus:ENSMUSP00000030637
OrthoMCL	DDB_G0284217	DDB_G0284217	M.musculus:ENSMUSP00000034012 | M.musculus:ENSMUSP00000020822
InParanoid	DDB_G0284217	DDB_G0284217	M.musculus:ENSMUSP00000034012
OrthoMCL	DDB_G0285471	DDB_G0285471	M.musculus:ENSMUSP00000025488
InParanoid	DDB_G0285471	DDB_G0285471	M.musculus:ENSMUSP00000025488
OrthoMCL	DDB_G0285489	DDB_G0285489	M.musculus:ENSMUSP00000085591 | M.musculus:ENSMUSP00000072950
InParanoid	DDB_G0285489	DDB_G0285489	M.musculus:ENSMUSP00000085591
OrthoMCL	DDB_G0287007	arpF	M.musculus:ENSMUSP00000020109
InParanoid	DDB_G0287007	arpF	M.musculus:ENSMUSP00000020109
OrthoMCL	DDB_G0287645	DDB_G0287645	M.musculus:ENSMUSP00000112340
InParanoid	DDB_G0287645	DDB_G0287645	M.musculus:ENSMUSP00000023283
OrthoMCL	DDB_G0286125	pkgC	M.musculus:ENSMUSP00000020824 | M.musculus:ENSMUSP00000025749 | M.musculus:ENSMUSP00000103981 | M.musculus:ENSMUSP00000106790 | M.musculus:ENSMUSP00000113658 | M.musculus:ENSMUSP00000018012 | M.musculus:ENSMUSP00000095437 | M.musculus:ENSMUSP00000114074
OrthoMCL	DDB_G0290941	DDB_G0290941	M.musculus:ENSMUSP00000017530
OrthoMCL	DDB_G0287619	gmppB	M.musculus:ENSMUSP00000107914
InParanoid	DDB_G0287619	gmppB	M.musculus:ENSMUSP00000107914
OrthoMCL	DDB_G0284241	DDB_G0284241	M.musculus:ENSMUSP00000039060
InParanoid	DDB_G0284241	DDB_G0284241	M.musculus:ENSMUSP00000039060
OrthoMCL	DDB_G0289121	pde4	M.musculus:ENSMUSP00000037025 | M.musculus:ENSMUSP00000102524 | M.musculus:ENSMUSP00000105722 | M.musculus:ENSMUSP00000112991 | M.musculus:ENSMUSP00000046601 | M.musculus:ENSMUSP00000099715 | M.musculus:ENSMUSP00000023132
InParanoid	DDB_G0289121	pde4	M.musculus:ENSMUSP00000102524
OrthoMCL	DDB_G0291486	DDB_G0291486	M.musculus:ENSMUSP00000005643 | M.musculus:ENSMUSP00000110584 | M.musculus:ENSMUSP00000029784 | M.musculus:ENSMUSP00000111483 | M.musculus:ENSMUSP00000112755 | M.musculus:ENSMUSP00000113675
InParanoid	DDB_G0291486	DDB_G0291486	M.musculus:ENSMUSP00000110584
OrthoMCL	DDB_G0288939	valS2	M.musculus:ENSMUSP00000047917 | M.musculus:ENSMUSP00000084572
OrthoMCL	DDB_G0290263	pho2a	M.musculus:ENSMUSP00000009774 | M.musculus:ENSMUSP00000020608
InParanoid	DDB_G0290263	pho2a	M.musculus:ENSMUSP00000020608
OrthoMCL	DDB_G0289515	pigS	M.musculus:ENSMUSP00000044871
InParanoid	DDB_G0289515	pigS	M.musculus:ENSMUSP00000044871
OrthoMCL	DDB_G0289129	DDB_G0289129	M.musculus:ENSMUSP00000067662
OrthoMCL	DDB_G0293234	DDB_G0293234	M.musculus:ENSMUSP00000038977
InParanoid	DDB_G0293234	DDB_G0293234	M.musculus:ENSMUSP00000038977
OrthoMCL	DDB_G0287229	chdh	M.musculus:ENSMUSP00000065542
InParanoid	DDB_G0287229	chdh	M.musculus:ENSMUSP00000065542
OrthoMCL	DDB_G0287231	manF	M.musculus:ENSMUSP00000083928 | M.musculus:ENSMUSP00000095949
OrthoMCL	DDB_G0287233	spoT	M.musculus:ENSMUSP00000032747
InParanoid	DDB_G0287233	spoT	M.musculus:ENSMUSP00000032747
OrthoMCL	DDB_G0292836	DDB_G0292836	M.musculus:ENSMUSP00000105451
InParanoid	DDB_G0292836	DDB_G0292836	M.musculus:ENSMUSP00000105451
OrthoMCL	DDB_G0290291	DDB_G0290291	M.musculus:ENSMUSP00000096705
InParanoid	DDB_G0290291	DDB_G0290291	M.musculus:ENSMUSP00000096705
OrthoMCL	DDB_G0288313	DDB_G0288313	M.musculus:ENSMUSP00000045177
InParanoid	DDB_G0288313	DDB_G0288313	M.musculus:ENSMUSP00000045177
OrthoMCL	DDB_G0289985	DDB_G0289985	M.musculus:ENSMUSP00000091440
InParanoid	DDB_G0289985	DDB_G0289985	M.musculus:ENSMUSP00000091440
OrthoMCL	DDB_G0289333	DDB_G0289333	M.musculus:ENSMUSP00000097780
InParanoid	DDB_G0289333	DDB_G0289333	M.musculus:ENSMUSP00000097780
OrthoMCL	DDB_G0287733	syn7A	M.musculus:ENSMUSP00000020174 | M.musculus:ENSMUSP00000030698
InParanoid	DDB_G0287733	syn7A	M.musculus:ENSMUSP00000030698
OrthoMCL	DDB_G0288483	pgmA	M.musculus:ENSMUSP00000036025 | M.musculus:ENSMUSP00000099844
InParanoid	DDB_G0288483	pgmA	M.musculus:ENSMUSP00000099844
OrthoMCL	DDB_G0290339	ugt1	M.musculus:ENSMUSP00000038387
OrthoMCL	DDB_G0287251	DDB_G0287251	M.musculus:ENSMUSP00000056646
OrthoMCL	DDB_G0288757	DDB_G0288757	M.musculus:ENSMUSP00000030845 | M.musculus:ENSMUSP00000035031
InParanoid	DDB_G0288757	DDB_G0288757	M.musculus:ENSMUSP00000041110
InParanoid	DDB_G0289317	drg1	M.musculus:ENSMUSP00000020741
OrthoMCL	DDB_G0287111	DDB_G0287111	M.musculus:ENSMUSP00000101978
InParanoid	DDB_G0287111	DDB_G0287111	M.musculus:ENSMUSP00000101978
OrthoMCL	DDB_G0287157	DDB_G0287157	M.musculus:ENSMUSP00000047562
InParanoid	DDB_G0287157	DDB_G0287157	M.musculus:ENSMUSP00000047562
OrthoMCL	DDB_G0290085	DDB_G0290085	M.musculus:ENSMUSP00000062221
InParanoid	DDB_G0290901	gefK	M.musculus:ENSMUSP00000092703
OrthoMCL	DDB_G0290483	abcE1	M.musculus:ENSMUSP00000079379
InParanoid	DDB_G0290483	abcE1	M.musculus:ENSMUSP00000079379
OrthoMCL	DDB_G0290181	DDB_G0290181	M.musculus:ENSMUSP00000072008
InParanoid	DDB_G0290181	DDB_G0290181	M.musculus:ENSMUSP00000072008
OrthoMCL	DDB_G0286469	DDB_G0286469	M.musculus:ENSMUSP00000075037
InParanoid	DDB_G0286469	DDB_G0286469	M.musculus:ENSMUSP00000075037
OrthoMCL	DDB_G0289235	DDB_G0289235	M.musculus:ENSMUSP00000082691
InParanoid	DDB_G0289235	DDB_G0289235	M.musculus:ENSMUSP00000082691
OrthoMCL	DDB_G0288923	upf1	M.musculus:ENSMUSP00000075089
InParanoid	DDB_G0288923	upf1	M.musculus:ENSMUSP00000075089
OrthoMCL	DDB_G0292462	DDB_G0292462	M.musculus:ENSMUSP00000032779
OrthoMCL	DDB_G0286665	lin9	M.musculus:ENSMUSP00000082959
OrthoMCL	DDB_G0289199	DDB_G0289199	M.musculus:ENSMUSP00000103788
InParanoid	DDB_G0289199	DDB_G0289199	M.musculus:ENSMUSP00000103788
OrthoMCL	DDB_G0289439	DDB_G0289439	M.musculus:ENSMUSP00000020504 | M.musculus:ENSMUSP00000030192
OrthoMCL	DDB_G0290737	pks34	M.musculus:ENSMUSP00000052872
InParanoid	DDB_G0292262	myoM	M.musculus:ENSMUSP00000108893
InParanoid	DDB_G0292714	DDB_G0292714	M.musculus:ENSMUSP00000035167
OrthoMCL	DDB_G0289581	DDB_G0289581	M.musculus:ENSMUSP00000006138
OrthoMCL	DDB_G0292168	cyp516A1	M.musculus:ENSMUSP00000015368 | M.musculus:ENSMUSP00000030299 | M.musculus:ENSMUSP00000030303 | M.musculus:ENSMUSP00000030305 | M.musculus:ENSMUSP00000050464 | M.musculus:ENSMUSP00000006094 | M.musculus:ENSMUSP00000014525 | M.musculus:ENSMUSP00000023083 | M.musculus:ENSMUSP00000071064 | M.musculus:ENSMUSP00000072555 | M.musculus:ENSMUSP00000086528 | M.musculus:ENSMUSP00000086530 | M.musculus:ENSMUSP00000105141 | M.musculus:ENSMUSP00000034860 | M.musculus:ENSMUSP00000034865 | M.musculus:ENSMUSP00000005477 | M.musculus:ENSMUSP00000005669 | M.musculus:ENSMUSP00000076578 | M.musculus:ENSMUSP00000077021 | M.musculus:ENSMUSP00000080846 | M.musculus:ENSMUSP00000024894 | M.musculus:ENSMUSP00000003137 | M.musculus:ENSMUSP00000025966 | M.musculus:ENSMUSP00000025968 | M.musculus:ENSMUSP00000025969 | M.musculus:ENSMUSP00000044722 | M.musculus:ENSMUSP00000045362 | M.musculus:ENSMUSP00000048284 | M.musculus:ENSMUSP00000065796 | M.musculus:ENSMUSP00000079065 | M.musculus:ENSMUSP00000084487 | M.musculus:ENSMUSP00000084489 | M.musculus:ENSMUSP00000097071 | M.musculus:ENSMUSP00000026211 | M.musculus:ENSMUSP00000060584 | M.musculus:ENSMUSP00000101944
InParanoid	DDB_G0292168	cyp516A1	M.musculus:ENSMUSP00000030303
InParanoid	DDB_G0292744	fncL	M.musculus:ENSMUSP00000004120
OrthoMCL	DDB_G0290963	kif1	M.musculus:ENSMUSP00000055304 | M.musculus:ENSMUSP00000084029 | M.musculus:ENSMUSP00000098041 | M.musculus:ENSMUSP00000056754 | M.musculus:ENSMUSP00000099614
InParanoid	DDB_G0290963	kif1	M.musculus:ENSMUSP00000084029
OrthoMCL	DDB_G0289573	DDB_G0289573	M.musculus:ENSMUSP00000052905 | M.musculus:ENSMUSP00000111867
InParanoid	DDB_G0289573	DDB_G0289573	M.musculus:ENSMUSP00000052905
OrthoMCL	DDB_G0290605	DDB_G0290605	M.musculus:ENSMUSP00000069324
OrthoMCL	DDB_G0291438	nol6	M.musculus:ENSMUSP00000030138
InParanoid	DDB_G0291438	nol6	M.musculus:ENSMUSP00000030138
OrthoMCL	DDB_G0293030	mileS	M.musculus:ENSMUSP00000048096 | M.musculus:ENSMUSP00000027921
InParanoid	DDB_G0293030	mileS	M.musculus:ENSMUSP00000027921
OrthoMCL	DDB_G0290029	DDB_G0290029	M.musculus:ENSMUSP00000059678
InParanoid	DDB_G0290029	DDB_G0290029	M.musculus:ENSMUSP00000059678
OrthoMCL	DDB_G0290751	alg7	M.musculus:ENSMUSP00000056282
InParanoid	DDB_G0290751	alg7	M.musculus:ENSMUSP00000056282
OrthoMCL	DDB_G0292850	phlp1	M.musculus:ENSMUSP00000009174
OrthoMCL	DDB_G0288891	hemH	M.musculus:ENSMUSP00000025484
InParanoid	DDB_G0288891	hemH	M.musculus:ENSMUSP00000025484
OrthoMCL	DDB_G0288893	hemF	M.musculus:ENSMUSP00000055455
InParanoid	DDB_G0288893	hemF	M.musculus:ENSMUSP00000055455
OrthoMCL	DDB_G0293222	DDB_G0293222	M.musculus:ENSMUSP00000106067
InParanoid	DDB_G0293222	DDB_G0293222	M.musculus:ENSMUSP00000106067
OrthoMCL	DDB_G0292592	lst8	M.musculus:ENSMUSP00000065004
InParanoid	DDB_G0292592	lst8	M.musculus:ENSMUSP00000065004
OrthoMCL	DDB_G0291780	wbp1	M.musculus:ENSMUSP00000030538
InParanoid	DDB_G0291780	wbp1	M.musculus:ENSMUSP00000030538
OrthoMCL	DDB_G0292306	atp5C1	M.musculus:ENSMUSP00000110547
InParanoid	DDB_G0292306	atp5C1	M.musculus:ENSMUSP00000110547
OrthoMCL	DDB_G0291440	coq6	M.musculus:ENSMUSP00000105905
InParanoid	DDB_G0291440	coq6	M.musculus:ENSMUSP00000105905
OrthoMCL	DDB_G0292034	mcfP	M.musculus:ENSMUSP00000043370 | M.musculus:ENSMUSP00000105754
InParanoid	DDB_G0292034	mcfP	M.musculus:ENSMUSP00000043370
OrthoMCL	DDB_G0291003	DDB_G0291003	M.musculus:ENSMUSP00000102724
InParanoid	DDB_G0291003	DDB_G0291003	M.musculus:ENSMUSP00000102724
OrthoMCL	DDB_G0291436	DDB_G0291436	M.musculus:ENSMUSP00000101511
InParanoid	DDB_G0291436	DDB_G0291436	M.musculus:ENSMUSP00000101511
OrthoMCL	DDB_G0291179	metK	M.musculus:ENSMUSP00000044288 | M.musculus:ENSMUSP00000087118
InParanoid	DDB_G0291179	metK	M.musculus:ENSMUSP00000087118
OrthoMCL	DDB_G0291994	abcA1	M.musculus:ENSMUSP00000013995 | M.musculus:ENSMUSP00000030010 | M.musculus:ENSMUSP00000040465 | M.musculus:ENSMUSP00000043090 | M.musculus:ENSMUSP00000075621 | M.musculus:ENSMUSP00000078544 | M.musculus:ENSMUSP00000081690 | M.musculus:ENSMUSP00000084523 | M.musculus:ENSMUSP00000112538 | M.musculus:ENSMUSP00000112736 | M.musculus:ENSMUSP00000020948 | M.musculus:ENSMUSP00000035458 | M.musculus:ENSMUSP00000036338 | M.musculus:ENSMUSP00000047927 | M.musculus:ENSMUSP00000097860 | M.musculus:ENSMUSP00000099983
OrthoMCL	DDB_G0292310	psenB	M.musculus:ENSMUSP00000048363 | M.musculus:ENSMUSP00000106735
InParanoid	DDB_G0292310	psenB	M.musculus:ENSMUSP00000048363
OrthoMCL	DDB_G0292020	DDB_G0292020	M.musculus:ENSMUSP00000094167
OrthoMCL	DDB_G0294088	cox1/2	M.musculus:ENSMUSP00000080993
InParanoid	DDB_G0294088	cox1/2	M.musculus:ENSMUSP00000080993
OrthoMCL	DDB_G0292024	DDB_G0292024	M.musculus:ENSMUSP00000027232 | M.musculus:ENSMUSP00000060956 | M.musculus:ENSMUSP00000030578
InParanoid	DDB_G0292024	DDB_G0292024	M.musculus:ENSMUSP00000060956
InParanoid	DDB_G0291075	warA	M.musculus:ENSMUSP00000088089
OrthoMCL	DDB_G0291802	qtrt1	M.musculus:ENSMUSP00000002902
InParanoid	DDB_G0291802	qtrt1	M.musculus:ENSMUSP00000002902
OrthoMCL	DDB_G0288991	DDB_G0288991	M.musculus:ENSMUSP00000101808
InParanoid	DDB_G0288991	DDB_G0288991	M.musculus:ENSMUSP00000101808
OrthoMCL	DDB_G0288993	smc6	M.musculus:ENSMUSP00000020931
InParanoid	DDB_G0288993	smc6	M.musculus:ENSMUSP00000020931
OrthoMCL	DDB_G0291660	smp3	M.musculus:ENSMUSP00000057509
InParanoid	DDB_G0291660	smp3	M.musculus:ENSMUSP00000057509
OrthoMCL	DDB_G0290111	adhfe1	M.musculus:ENSMUSP00000027044
InParanoid	DDB_G0290111	adhfe1	M.musculus:ENSMUSP00000027044
OrthoMCL	DDB_G0291099	DDB_G0291099	M.musculus:ENSMUSP00000103118
InParanoid	DDB_G0291099	DDB_G0291099	M.musculus:ENSMUSP00000103118
OrthoMCL	DDB_G0292130	blm	M.musculus:ENSMUSP00000033990 | M.musculus:ENSMUSP00000080062 | M.musculus:ENSMUSP00000107434
OrthoMCL	DDB_G0292132	DDB_G0292132	M.musculus:ENSMUSP00000090710 | M.musculus:ENSMUSP00000010267
InParanoid	DDB_G0292132	DDB_G0292132	M.musculus:ENSMUSP00000010267
OrthoMCL	DDB_G0290145	DDB_G0290145	M.musculus:ENSMUSP00000113792
OrthoMCL	DDB_G0290709	pks32	M.musculus:ENSMUSP00000052872
